단지명,거래구분,전용면적(㎡),시군구,번지,계약년월,건축년도,평균 거래금액(만원)
DMC이랜드해가든,매매,84,서울특별시 서대문구 북가좌동,460,202506,2007,63000
DMC자이1단지,매매,116,서울특별시 은평구 수색동,75,202506,2009,110000
DMC파크뷰자이1단지,매매,59,서울특별시 서대문구 남가좌동,385,202506,2015,122929
DMC파크뷰자이1단지,매매,84,서울특별시 서대문구 남가좌동,385,202506,2015,137012
DMC파크뷰자이1단지,매매,120,서울특별시 서대문구 남가좌동,385,202506,2015,165667
DMC파크뷰자이1단지,매매,121,서울특별시 서대문구 남가좌동,385,202506,2015,171167
DMC파크뷰자이2단지,매매,84,서울특별시 서대문구 남가좌동,385,202506,2015,134000
DMC파크뷰자이4단지,매매,84,서울특별시 서대문구 남가좌동,385,202506,2015,127500
DMC한양,매매,65,서울특별시 서대문구 북가좌동,431,202506,1987,61500
DMC한양,매매,84,서울특별시 서대문구 북가좌동,431,202506,1987,83300
DMC한양,매매,105,서울특별시 서대문구 북가좌동,431,202506,1987,88500
DMC한양,매매,116,서울특별시 서대문구 북가좌동,431,202506,1987,95500
DMC휴먼빌아파트,매매,84,서울특별시 서대문구 북가좌동,456,202506,2008,75000
DUO302,매매,15,서울특별시 중구 황학동,819,202506,2014,16250
E-아름다운세상,매매,70,서울특별시 성동구 성수동2가,846,202506,2014,104500
FIRSTVIEW,매매,46,서울특별시 강북구 수유동,274-3,202506,2010,34300
G&D용산드림,매매,16,서울특별시 용산구 이촌동,212-41,202506,2020,72000
G&D용산드림,매매,21,서울특별시 용산구 이촌동,212-41,202506,2020,84000
HDX휴팰리스,매매,59,서울특별시 서대문구 홍은동,465,202506,2018,62300
KCC엠파이어리버,매매,145,서울특별시 마포구 합정동,381-16,202506,2006,163000
LG선릉에클라트(B),매매,36,서울특별시 강남구 삼성동,142-3,202506,2004,42000
LG한강자이,매매,134,서울특별시 용산구 이촌동,430,202506,2003,445000
LIG건영캐스빌,매매,55,서울특별시 도봉구 창동,635-42,202506,2002,50000
LIG건영캐스빌,매매,56,서울특별시 도봉구 창동,635-42,202506,2002,53000
LIG건영캐스빌,매매,80,서울특별시 도봉구 창동,635-42,202506,2002,67000
LIG대학마을(건영아파트3차),매매,69,서울특별시 관악구 신림동,1703-1,202506,1996,60900
LIG대학마을(건영아파트3차),매매,84,서울특별시 관악구 신림동,1703-1,202506,1996,67000
LIG서울역리가,매매,84,서울특별시 중구 만리동1가,231,202506,2012,148500
NS파크APT,매매,28,서울특별시 강서구 화곡동,1076-9,202506,2018,26400
NS파크APT,매매,29,서울특별시 강서구 화곡동,1076-9,202506,2018,25000
SK,매매,83,서울특별시 송파구 송파동,170,202506,2001,120000
SKVIEW,매매,84,서울특별시 구로구 신도림동,432-1,202506,2006,103360
SM빌,매매,128,서울특별시 강동구 길동,380-1,202506,2001,76000
SM엘루이,매매,84,서울특별시 금천구 시흥동,791-40,202506,2012,60000
SM이로빌아파트,매매,84,서울특별시 강동구 천호동,52-3,202506,2004,69500
e-편한세상,매매,59,서울특별시 강남구 역삼동,755-4,202506,2005,268667
e-편한세상,매매,84,서울특별시 강남구 역삼동,755-4,202506,2005,320000
e편한세상,매매,84,서울특별시 도봉구 쌍문동,731,202506,2007,66000
e편한세상 문래 에듀플라츠,매매,59,서울특별시 영등포구 문래동6가,58,202506,2020,109000
e편한세상 수색 에코포레,매매,59,서울특별시 은평구 수색동,415-1,202506,2003,65000
e편한세상 수색 에코포레,매매,84,서울특별시 은평구 수색동,415-1,202506,2003,73667
e편한세상 수색 에코포레,매매,114,서울특별시 은평구 수색동,415-1,202506,2003,77000
e편한세상광진그랜드파크,매매,84,서울특별시 광진구 구의동,680,202506,2021,178429
e편한세상광진그랜드파크,매매,115,서울특별시 광진구 구의동,680,202506,2021,209125
e편한세상독산더타워,매매,59,서울특별시 금천구 독산동,1007-13,202506,2019,73250
e편한세상독산더타워,매매,76,서울특별시 금천구 독산동,1007-13,202506,2019,82000
e편한세상독산더타워,매매,84,서울특별시 금천구 독산동,1007-13,202506,2019,74100
e편한세상백련산,매매,59,서울특별시 은평구 응암동,771,202506,2022,77000
e편한세상백련산,매매,84,서울특별시 은평구 응암동,771,202506,2022,89300
e편한세상상도노빌리티,매매,59,서울특별시 동작구 상도동,903,202506,2018,159833
e편한세상상도노빌리티,매매,84,서울특별시 동작구 상도동,903,202506,2018,179333
e편한세상서울대입구1단지,매매,59,서울특별시 관악구 봉천동,1730,202506,2019,116000
e편한세상서울대입구1단지,매매,84,서울특별시 관악구 봉천동,1730,202506,2019,128540
e편한세상서울대입구2단지,매매,59,서울특별시 관악구 봉천동,1730-1,202506,2019,106767
e편한세상서울대입구2단지,매매,84,서울특별시 관악구 봉천동,1730-1,202506,2019,124100
e편한세상서울대입구2차,매매,59,서울특별시 관악구 봉천동,1733,202506,2020,106000
e편한세상서울대입구2차,매매,84,서울특별시 관악구 봉천동,1733,202506,2020,123167
e편한세상서울대입구2차,매매,116,서울특별시 관악구 봉천동,1733,202506,2020,130000
e편한세상송파파크센트럴,매매,59,서울특별시 송파구 거여동,696,202506,2021,141667
e편한세상송파파크센트럴,매매,84,서울특별시 송파구 거여동,696,202506,2021,158567
e편한세상송파파크센트럴,매매,113,서울특별시 송파구 거여동,696,202506,2021,179333
e편한세상신촌1단지,매매,59,서울특별시 서대문구 북아현동,1013,202506,2018,155250
e편한세상신촌1단지,매매,84,서울특별시 서대문구 북아현동,1013,202506,2018,178444
e편한세상신촌2단지,매매,59,서울특별시 서대문구 북아현동,1013,202506,2018,164333
e편한세상신촌2단지,매매,84,서울특별시 서대문구 북아현동,1013,202506,2018,188200
e편한세상신촌3단지,매매,59,서울특별시 서대문구 북아현동,1013,202506,2018,162833
e편한세상신촌4단지,매매,84,서울특별시 서대문구 북아현동,1013,202506,2018,200750
e편한세상염창,매매,59,서울특별시 강서구 염창동,309,202506,2019,125000
e편한세상염창,매매,74,서울특별시 강서구 염창동,309,202506,2019,138000
e편한세상염창,매매,84,서울특별시 강서구 염창동,309,202506,2019,146000
e편한세상영등포아델포레,매매,59,서울특별시 영등포구 대림동,1127,202506,2020,105940
e편한세상영등포아델포레,매매,84,서울특별시 영등포구 대림동,1127,202506,2020,125000
e편한세상홍제가든플라츠,매매,39,서울특별시 서대문구 홍은동,469,202506,2023,79500
e편한세상홍제가든플라츠,매매,59,서울특별시 서대문구 홍은동,469,202506,2023,97660
kcc웰츠,매매,118,서울특별시 마포구 신공덕동,171,202506,2011,184500
가락(1차)쌍용아파트,매매,59,서울특별시 송파구 가락동,140,202506,1997,140000
가락(1차)쌍용아파트,매매,84,서울특별시 송파구 가락동,140,202506,1997,162000
"가락3차쌍용스윗닷홈101동,102동",매매,84,서울특별시 송파구 가락동,53,202506,2005,132750
가락금호아파트,매매,59,서울특별시 송파구 가락동,95-1,202506,1997,131933
가락미륭아파트,매매,60,서울특별시 송파구 가락동,138,202506,1986,124500
가락미륭아파트,매매,83,서울특별시 송파구 가락동,138,202506,1986,139000
가락삼익맨숀,매매,84,서울특별시 송파구 송파동,166,202506,1984,199167
가락삼익맨숀,매매,108,서울특별시 송파구 송파동,166,202506,1984,208500
가락삼익맨숀,매매,127,서울특별시 송파구 송파동,166,202506,1984,242000
가락스타클래스,매매,84,서울특별시 송파구 가락동,8,202506,2007,104000
가락쌍용(2차),매매,59,서울특별시 송파구 가락동,21-6,202506,1999,119333
가람,매매,75,서울특별시 강남구 일원동,735,202506,1993,254000
가양2단지(성지),매매,34,서울특별시 강서구 가양동,1461,202506,1992,53333
가양2단지(성지),매매,39,서울특별시 강서구 가양동,1461,202506,1992,58500
가양2단지(성지),매매,49,서울특별시 강서구 가양동,1461,202506,1992,74417
가양6단지,매매,39,서울특별시 강서구 가양동,1485,202506,1992,59660
가양6단지,매매,49,서울특별시 강서구 가양동,1485,202506,1992,81717
가양6단지,매매,58,서울특별시 강서구 가양동,1485,202506,1992,85757
가양강나루현대,매매,59,서울특별시 강서구 가양동,448-1,202506,1999,90000
가양강나루현대,매매,84,서울특별시 강서구 가양동,448-1,202506,1999,100333
가양도시개발9-2단지,매매,34,서울특별시 강서구 가양동,1490,202506,1993,53500
가양도시개발9-2단지,매매,39,서울특별시 강서구 가양동,1490,202506,1993,58575
가양도시개발9-2단지,매매,49,서울특별시 강서구 가양동,1490,202506,1993,72000
가양역두산위브,매매,50,서울특별시 강서구 등촌동,726,202506,2022,85000
가양역두산위브,매매,84,서울특별시 강서구 등촌동,726,202506,2022,121000
가양우성,매매,75,서울특별시 강서구 가양동,14-3,202506,1990,89500
가양우성,매매,84,서울특별시 강서구 가양동,14-3,202506,1990,95000
가우디캐슬,매매,29,서울특별시 동대문구 용두동,104-34,202506,2019,31500
각산,매매,84,서울특별시 금천구 독산동,1093-5,202506,2002,49000
갈현1단지e-편한세상,매매,59,서울특별시 은평구 구산동,547,202506,2004,58500
갈현현대,매매,59,서울특별시 은평구 구산동,382,202506,1998,44700
갑을,매매,59,서울특별시 관악구 봉천동,1700,202506,1998,65000
강나루2현대,매매,84,서울특별시 강서구 가양동,448,202506,2001,94800
강남 더샵 포레스트,매매,146,서울특별시 강남구 수서동,799,202506,2016,317000
강남데시앙파크,매매,84,서울특별시 강남구 세곡동,525,202506,2011,129700
강남데시앙파크,매매,114,서울특별시 강남구 세곡동,525,202506,2011,155500
강남데시앙포레,매매,59,서울특별시 강남구 수서동,795,202506,2014,165500
강남데시앙포레,매매,84,서울특별시 강남구 수서동,795,202506,2014,187000
강남엘에이치1단지,매매,74,서울특별시 강남구 세곡동,579,202506,2013,146000
강남엘에이치1단지,매매,84,서울특별시 강남구 세곡동,579,202506,2013,159000
강남자곡 힐스테이트,매매,74,서울특별시 강남구 자곡동,619,202506,2015,115000
강남자곡 힐스테이트,매매,84,서울특별시 강남구 자곡동,619,202506,2015,132500
강남자곡아이파크,매매,74,서울특별시 강남구 자곡동,602,202506,2014,162667
강남자곡아이파크,매매,84,서울특별시 강남구 자곡동,602,202506,2014,176000
강남한양수자인(4단지),매매,84,서울특별시 강남구 자곡동,686,202506,2014,169500
강남한양수자인(4단지),매매,114,서울특별시 강남구 자곡동,686,202506,2014,186000
강동LG자이,매매,84,서울특별시 강동구 길동,474,202506,2003,124700
강동LG자이,매매,126,서울특별시 강동구 길동,474,202506,2003,130000
강동LG자이,매매,147,서울특별시 강동구 길동,474,202506,2003,149000
강동리버스트4단지,매매,49,서울특별시 강동구 강일동,114,202506,2020,74147
강동리버스트4단지,매매,59,서울특별시 강동구 강일동,114,202506,2020,89125
강동리버스트8단지,매매,59,서울특별시 강동구 강일동,66,202506,2021,89800
강동역두산위브센티움,매매,59,서울특별시 강동구 천호동,155-5,202506,2004,64750
강동역신동아파밀리에,매매,94,서울특별시 강동구 천호동,447-17,202506,2015,107000
강동역신동아파밀리에,매매,101,서울특별시 강동구 천호동,447-17,202506,2015,120000
강동역신동아파밀리에,매매,107,서울특별시 강동구 천호동,447-17,202506,2015,124000
강동역에스케이허브,매매,84,서울특별시 강동구 길동,445-1,202506,2006,86500
강동와이시티,매매,13,서울특별시 강동구 길동,414-4,202506,2014,9800
강동이루미아파트,매매,84,서울특별시 강동구 천호동,46,202506,2005,76500
강동헤리티지자이,매매,45,서울특별시 강동구 길동,483,202506,2024,113000
강동헤리티지자이,매매,59,서울특별시 강동구 길동,483,202506,2024,141500
강림월드타운,매매,68,서울특별시 마포구 중동,36-29,202506,2002,59600
강변,매매,34,서울특별시 강서구 가양동,1475,202506,1992,52642
강변,매매,39,서울특별시 강서구 가양동,1475,202506,1992,61625
강변,매매,49,서울특별시 강서구 가양동,1475,202506,1992,79000
강변,매매,84,서울특별시 서초구 잠원동,53-15,202506,1987,279150
강변건영아파트,매매,73,서울특별시 성동구 성수동1가,710,202506,2002,195000
강변건영아파트,매매,84,서울특별시 성동구 성수동1가,710,202506,2002,234333
강변그대가갤럭시,매매,84,서울특별시 강동구 천호동,570,202506,2009,130000
강변그대가리버뷰,매매,84,서울특별시 강동구 천호동,568,202506,2007,133250
강변금호타운,매매,84,서울특별시 성동구 성수동2가,830,202506,1994,299000
강변래미안,매매,78,서울특별시 영등포구 당산동,376,202506,2002,144500
강변래미안,매매,79,서울특별시 영등포구 당산동,376,202506,2002,153000
강변래미안,매매,108,서울특별시 영등포구 당산동,376,202506,2002,150800
강변에스케이뷰,매매,84,서울특별시 광진구 구의동,667,202506,2017,155500
강변월드메르디앙,매매,84,서울특별시 강서구 염창동,240-1,202506,2010,104000
강변임광,매매,84,서울특별시 성동구 성수동2가,609-2,202506,2000,300000
강변타운,매매,84,서울특별시 마포구 망원동,490,202506,2000,91000
강변한신코아,매매,77,서울특별시 마포구 마포동,350,202506,1992,90000
강변한신코아,매매,83,서울특별시 마포구 마포동,350,202506,1992,122000
강변현대하이엘,매매,133,서울특별시 광진구 구의동,547,202506,2004,154000
강변힐스테이트,매매,59,서울특별시 마포구 현석동,222,202506,2004,125067
강변힐스테이트,매매,84,서울특별시 마포구 현석동,222,202506,2004,143583
강변힐스테이트,매매,84,서울특별시 강서구 염창동,299,202506,2005,125300
강서쌍용예가,매매,84,서울특별시 강서구 염창동,308,202506,2014,97900
강서아이파크,매매,83,서울특별시 강서구 화곡동,980-21,202506,2005,63000
강서월드메르디앙,매매,84,서울특별시 강서구 내발산동,659-1,202506,2006,87000
강서한강월드메르디앙,매매,84,서울특별시 강서구 가양동,1462,202506,2006,97500
강서한강자이,매매,59,서울특별시 강서구 가양동,1500,202506,2013,116950
강서한강자이,매매,84,서울특별시 강서구 가양동,1500,202506,2013,141500
강서한강자이,매매,124,서울특별시 강서구 가양동,1500,202506,2013,168000
강서힐스테이트,매매,59,서울특별시 강서구 화곡동,1165,202506,2015,114700
강서힐스테이트,매매,84,서울특별시 강서구 화곡동,1165,202506,2015,134000
강서힐스테이트,매매,128,서울특별시 강서구 화곡동,1165,202506,2015,157000
강서힐스테이트,매매,152,서울특별시 강서구 화곡동,1165,202506,2015,164750
강일리버파크10단지,매매,84,서울특별시 강동구 강일동,695,202506,2009,110000
강일리버파크10단지,매매,114,서울특별시 강동구 강일동,695,202506,2009,138500
강일리버파크1단지,매매,84,서울특별시 강동구 강일동,665,202506,2009,96167
강일리버파크3단지,매매,59,서울특별시 강동구 강일동,674,202506,2009,92500
강일리버파크3단지,매매,84,서울특별시 강동구 강일동,674,202506,2009,97000
강일리버파크4단지,매매,84,서울특별시 강동구 강일동,673,202506,2009,110000
강일리버파크5단지,매매,84,서울특별시 강동구 강일동,670,202506,2009,103400
강일리버파크6단지,매매,84,서울특별시 강동구 강일동,684,202506,2009,102650
강일리버파크7단지,매매,59,서울특별시 강동구 강일동,686,202506,2009,86700
강일리버파크7단지,매매,84,서울특별시 강동구 강일동,686,202506,2009,73000
강일리버파크8단지,매매,84,서울특별시 강동구 강일동,701,202506,2009,110000
강촌,매매,59,서울특별시 용산구 이촌동,402,202506,1998,190000
강촌,매매,84,서울특별시 용산구 이촌동,402,202506,1998,261000
강촌,매매,114,서울특별시 용산구 이촌동,402,202506,1998,277000
개나리SK뷰,매매,84,서울특별시 강남구 역삼동,716-3,202506,2012,345000
개나리래미안,매매,129,서울특별시 강남구 역삼동,754,202506,2006,360000
개나리푸르지오,매매,84,서울특별시 강남구 역삼동,755-1,202506,2006,330000
개봉동현대아이파크,매매,59,서울특별시 구로구 개봉동,489,202506,2006,80200
개봉동현대아이파크,매매,84,서울특별시 구로구 개봉동,489,202506,2006,89250
개봉푸르지오,매매,59,서울특별시 구로구 개봉동,492,202506,2014,75375
개봉푸르지오,매매,71,서울특별시 구로구 개봉동,492,202506,2014,82167
개봉푸르지오,매매,84,서울특별시 구로구 개봉동,492,202506,2014,86688
개인택시주택조합(미성아파트),매매,55,서울특별시 중랑구 면목동,1-41,202506,1995,33550
개포2차현대아파트(220),매매,77,서울특별시 강남구 개포동,655-2,202506,1988,203000
개포더샵트리에,매매,105,서울특별시 강남구 개포동,651-1,202506,2021,289000
개포더샵트리에,매매,108,서울특별시 강남구 개포동,651-1,202506,2021,286000
개포래미안포레스트,매매,49,서울특별시 강남구 개포동,1282,202506,2020,230000
개포래미안포레스트,매매,59,서울특별시 강남구 개포동,1282,202506,2020,255000
개포래미안포레스트,매매,74,서울특별시 강남구 개포동,1282,202506,2020,291100
개포래미안포레스트,매매,84,서울특별시 강남구 개포동,1282,202506,2020,317000
개포우성1,매매,158,서울특별시 강남구 대치동,503,202506,1983,620000
개포우성2,매매,127,서울특별시 강남구 대치동,500,202506,1984,526667
개포우성3차,매매,161,서울특별시 강남구 개포동,652,202506,1984,400000
개포자이프레지던스,매매,59,서울특별시 강남구 개포동,1284,202506,2023,289000
개포자이프레지던스,매매,78,서울특별시 강남구 개포동,1284,202506,2023,360000
개포자이프레지던스,매매,84,서울특별시 강남구 개포동,1284,202506,2023,374000
개포자이프레지던스,매매,102,서울특별시 강남구 개포동,1284,202506,2023,475000
개포자이프레지던스,매매,114,서울특별시 강남구 개포동,1284,202506,2023,520000
개포주공5단지,매매,53,서울특별시 강남구 개포동,187,202506,1983,293333
개포주공5단지,매매,61,서울특별시 강남구 개포동,187,202506,1983,338250
개포주공5단지,매매,74,서울특별시 강남구 개포동,187,202506,1983,340800
개포주공5단지,매매,83,서울특별시 강남구 개포동,187,202506,1983,340250
개포주공7단지,매매,53,서울특별시 강남구 개포동,185,202506,1983,295000
개포주공7단지,매매,73,서울특별시 강남구 개포동,185,202506,1983,334750
개포한신,매매,82,서울특별시 강남구 일원동,615-1,202506,1984,227000
개포한신,매매,107,서울특별시 강남구 일원동,615-1,202506,1984,254750
개포현대200동,매매,82,서울특별시 강남구 개포동,655-1,202506,1986,235000
개화,매매,101,서울특별시 강서구 방화동,819,202506,1994,80000
개화,매매,133,서울특별시 강서구 방화동,819,202506,1994,89000
갤러리아팰리스,매매,151,서울특별시 송파구 잠실동,40,202506,2005,280000
갤러리아팰리스,매매,163,서울특별시 송파구 잠실동,40,202506,2005,342000
거성파스텔,매매,84,서울특별시 영등포구 양평동3가,90-1,202506,1999,108833
거성푸르뫼,매매,59,서울특별시 구로구 개봉동,60-101,202506,1993,41750
거여1단지,매매,39,서울특별시 송파구 거여동,290,202506,1997,60400
거여1단지,매매,49,서울특별시 송파구 거여동,290,202506,1997,81250
거여1단지,매매,59,서울특별시 송파구 거여동,290,202506,1997,81500
거여2단지효성아파트,매매,101,서울특별시 송파구 거여동,291,202506,1997,130000
거여4단지,매매,39,서울특별시 송파구 거여동,293,202506,1997,63150
거여4단지,매매,49,서울특별시 송파구 거여동,293,202506,1997,82000
거여4단지,매매,59,서울특별시 송파구 거여동,293,202506,1997,92000
거여5단지,매매,59,서울특별시 송파구 거여동,294,202506,1997,82757
거장메카,매매,48,서울특별시 은평구 응암동,91-3,202506,2024,58200
건영,매매,32,서울특별시 동작구 상도동,414,202506,1997,55600
건영,매매,45,서울특별시 노원구 하계동,271-3,202506,1988,41000
건영,매매,53,서울특별시 노원구 하계동,271-3,202506,1988,49733
건영,매매,59,서울특별시 성동구 송정동,90,202506,2000,78650
건영,매매,74,서울특별시 노원구 하계동,271-3,202506,1988,71600
건영,매매,84,서울특별시 노원구 하계동,271-3,202506,1988,75000
건영,매매,84,서울특별시 구로구 개봉동,47-1,202506,1994,47900
건영,매매,84,서울특별시 성동구 송정동,90,202506,2000,90167
건영,매매,110,서울특별시 성동구 송정동,90,202506,2000,106000
건영,매매,114,서울특별시 동작구 상도동,414,202506,1997,117750
건영(103동-106동),매매,84,서울특별시 동작구 노량진동,324,202506,1997,108880
건영(103동-106동),매매,114,서울특별시 동작구 노량진동,324,202506,1997,117500
건영1,매매,74,서울특별시 관악구 신림동,746-43,202506,1984,60000
건영1,매매,84,서울특별시 중랑구 상봉동,1,202506,1997,66500
건영2,매매,75,서울특별시 노원구 중계동,515-2,202506,1991,69000
건영2,매매,84,서울특별시 노원구 중계동,515-2,202506,1991,75400
건영2차,매매,57,서울특별시 중랑구 신내동,785,202506,1996,58000
건영2차,매매,74,서울특별시 중랑구 신내동,785,202506,1996,69600
건영2차아파트,매매,57,서울특별시 중랑구 상봉동,63,202506,1996,55000
건영2차아파트,매매,84,서울특별시 중랑구 상봉동,63,202506,1996,72880
건영3,매매,84,서울특별시 노원구 중계동,360-15,202506,1995,116891
건영6,매매,59,서울특별시 관악구 봉천동,1701,202506,1999,69167
건영캐스빌,매매,84,서울특별시 중랑구 상봉동,499,202506,2006,84000
경남,매매,50,서울특별시 노원구 중계동,505,202506,1989,49650
경남,매매,59,서울특별시 광진구 자양동,641,202506,1999,94333
경남,매매,59,서울특별시 영등포구 신길동,67-1,202506,1999,92500
경남,매매,59,서울특별시 강남구 도곡동,967,202506,2005,186000
경남,매매,74,서울특별시 노원구 중계동,505,202506,1989,69000
경남,매매,84,서울특별시 영등포구 신길동,67-1,202506,1999,97700
경남,매매,84,서울특별시 강남구 도곡동,967,202506,2005,209000
경남(2차),매매,122,서울특별시 서대문구 북아현동,118-9,202506,1999,170000
경남1,매매,123,서울특별시 강남구 개포동,649,202506,1984,370000
경남1,매매,166,서울특별시 강남구 개포동,649,202506,1984,420000
경남2,매매,59,서울특별시 구로구 고척동,306,202506,1999,52300
경남2,매매,84,서울특별시 구로구 고척동,306,202506,1999,64500
경남교수,매매,84,서울특별시 동작구 신대방동,710,202506,2001,113000
경남논현,매매,59,서울특별시 강남구 논현동,274,202506,1996,113000
경남아너스빌,매매,59,서울특별시 중랑구 면목동,1529,202506,2006,70050
경남아너스빌,매매,59,서울특별시 영등포구 영등포동7가,46-1,202506,1998,96125
경남아너스빌,매매,59,서울특별시 영등포구 양평동4가,51-1,202506,2000,80000
경남아너스빌,매매,59,서울특별시 영등포구 양평동3가,55-1,202506,1998,73500
경남아너스빌,매매,59,서울특별시 광진구 자양동,666-28,202506,1997,85000
경남아너스빌,매매,70,서울특별시 영등포구 양평동4가,51-1,202506,2000,83000
경남아너스빌,매매,84,서울특별시 양천구 신정동,1307,202506,2004,129500
경남아너스빌,매매,84,서울특별시 구로구 오류동,344,202506,2003,63800
경남아너스빌,매매,84,서울특별시 영등포구 영등포동7가,46-1,202506,1998,106140
경남아너스빌,매매,84,서울특별시 동작구 대방동,512,202506,2006,123000
경남아너스빌,매매,84,서울특별시 영등포구 양평동3가,55-1,202506,1998,91000
경남아너스빌,매매,84,서울특별시 노원구 중계동,597,202506,2002,74000
경남아너스빌,매매,84,서울특별시 광진구 자양동,666-28,202506,1997,103625
경남아너스빌,매매,95,서울특별시 양천구 신정동,1307,202506,2004,128000
경남아너스빌,매매,96,서울특별시 양천구 신정동,1307,202506,2004,157667
경남아너스빌,매매,103,서울특별시 양천구 신정동,1307,202506,2004,144000
경남아너스빌,매매,114,서울특별시 영등포구 영등포동7가,46-1,202506,1998,128250
경남아너스빌,매매,127,서울특별시 서초구 서초동,1455-9,202506,2005,208000
경남아너스빌(1356-0),매매,59,서울특별시 강북구 미아동,1356,202506,2003,66000
경남아너스빌(1356-0),매매,84,서울특별시 강북구 미아동,1356,202506,2003,76500
경남아너스빌1차,매매,84,서울특별시 동작구 사당동,1134,202506,1997,99700
경남아너스빌1차,매매,114,서울특별시 동작구 사당동,1134,202506,1997,108000
경남아너스빌2차,매매,84,서울특별시 동작구 사당동,1135,202506,1998,90500
경남아파트,매매,59,서울특별시 금천구 시흥동,820-12,202506,1998,44500
경동윈츠리버,매매,56,서울특별시 동작구 본동,484,202506,2004,96000
경동윈츠리버,매매,79,서울특별시 동작구 본동,484,202506,2004,113167
경서,매매,37,서울특별시 중구 남창동,205-44,202506,1970,31000
경성B,매매,44,서울특별시 구로구 구로동,779-65,202506,1998,18000
경원파발리안,매매,67,서울특별시 은평구 응암동,93-8,202506,2009,55000
경지Arium,매매,14,서울특별시 강동구 길동,413-11,202506,2019,17800
경향파크,매매,84,서울특별시 은평구 구산동,162-1,202506,1989,46800
경헌그린아파트,매매,124,서울특별시 성북구 장위동,315,202506,2003,68000
경희궁롯데캐슬,매매,84,서울특별시 종로구 무악동,89,202506,2019,170500
경희궁자이(2단지),매매,84,서울특별시 종로구 홍파동,199,202506,2017,250788
경희궁자이(2단지),매매,101,서울특별시 종로구 홍파동,199,202506,2017,280500
경희궁자이(3단지),매매,59,서울특별시 종로구 평동,233,202506,2017,198000
경희궁자이(3단지),매매,84,서울특별시 종로구 평동,233,202506,2017,239571
